Container_ID,Tenant_ID,Requested_CPU_Cores,Requested_Memory_MB,Requested_Storage_GB,Requested_Bandwidth_Mbps,Execution_Start_Time_ms,Execution_Finish_Time_ms,Makespan_ms,Server_ID,Available_CPU_Cores,Available_Memory_GB,Available_Storage_TB,Available_Bandwidth_Mbps,Power_Consumption_Watts,Inter_Container_Communication_Latency_ms,Routing_Path_Efficiency,Bandwidth_Allocation_Mbps,Active_Switches,Energy_Efficiency_Score,Execution_Cost_$,Resource_Utilization_%,SLA_Violation_Rate_%,Power_Consumption_Switches_Watts,Total_Data_Transferred_MB,Optimal_Scheduling
7159,20,5,28437,327,1572,3297566,9346488,6048922,97,54,436,18.09,29483,337.66,26,0.68,4783,16,0.14,345.33,93.33,32.41,387.98,35915,0
7160,21,12,31945,151,2095,1000428,5474083,4473655,6,44,213,37.19,4786,272.46,59,0.86,352,19,0.74,363.74,84.88,36.96,325.42,14671,0
7161,22,12,9773,857,1799,4086891,7508802,3421911,45,61,325,1.89,16713,561.03,77,0.37,4716,15,0.68,446.22,79.61,9.29,345.4,37281,1
7162,35,7,13991,577,3679,3786776,9976652,6189876,65,17,428,32.54,420,703.81,203,0.71,542,14,0.46,79.65,23.5,13.47,73.17,967,0
7163,37,5,16316,662,2491,4883238,7364008,2480770,37,63,457,47.87,19017,706.54,295,0.37,2024,4,0.8,352.74,44.67,44.45,461.51,20121,0
7164,16,7,27757,320,3440,1297859,7727771,6429912,90,60,360,42.45,39530,92.44,34,0.19,3963,4,0.36,429.98,13.17,12.83,412.03,5183,0
7165,49,9,12845,757,214,1172732,6626277,5453545,145,35,486,10.28,28595,75.6,25,0.07,594,12,0.29,186.61,68.55,3.15,213.2,25451,0
7166,43,5,27859,452,751,3235196,7436170,4200974,102,59,245,7.27,24868,132.87,123,0.88,4829,3,0.29,201.08,88.93,4.96,386.68,10789,1
7167,17,2,13339,570,2898,4449337,8495995,4046658,110,39,106,41.5,15181,66.86,85,0.06,4522,15,0.44,93.08,67.77,25.55,259.2,41861,0
7168,16,5,21078,668,3504,3657655,6595773,2938118,153,39,121,3.62,7087,468.39,420,1.0,857,11,0.42,286.07,54.85,46.45,86.19,46060,0
7169,2,8,32034,112,4273,1371262,6342536,4971274,50,63,102,49.77,908,100.99,489,0.51,3689,11,0.27,472.87,85.29,14.41,274.01,17207,1
7170,4,12,10112,635,4747,3859520,9930325,6070805,123,58,290,23.9,11949,463.85,489,0.5,518,8,0.85,102.36,35.17,48.68,429.38,18671,0
7171,21,4,12444,462,1115,3633921,7974356,4340435,71,22,107,46.45,18317,370.06,194,0.07,92,11,0.88,405.56,33.33,46.73,79.53,39696,0
7172,39,2,17160,865,1833,1828761,9070688,7241927,111,13,271,40.75,4614,105.68,217,0.07,1829,11,0.74,108.43,63.49,32.77,241.33,41189,0
7173,34,10,12552,964,2657,1352456,5850400,4497944,31,16,49,35.17,38892,130.5,352,0.72,315,12,0.35,72.67,97.23,25.72,168.51,2030,0
7174,30,3,19989,362,4207,1712102,5661740,3949638,160,45,73,11.08,17300,783.48,449,0.44,989,10,0.6,296.45,53.85,11.79,417.96,17104,0
7175,6,9,16639,203,98,2157081,6516239,4359158,115,37,214,5.2,23033,738.23,353,0.18,473,12,0.18,318.08,46.08,29.68,453.62,12519,0
7176,17,9,21694,487,3391,2055297,5352427,3297130,48,48,258,33.13,35231,321.82,390,0.2,4102,1,0.53,386.79,50.68,18.25,380.19,13695,0
7177,39,8,26561,480,4713,1792418,6619328,4826910,145,47,412,10.3,12399,173.38,397,0.23,1198,5,0.12,277.78,12.08,28.76,387.5,31799,0
7178,25,8,25039,4,3521,1652290,6475733,4823443,189,23,275,41.61,35294,388.52,145,0.81,3161,1,0.19,203.88,46.87,34.08,474.45,574,0
7179,5,8,31463,129,2216,1965650,8445306,6479656,185,32,410,4.29,31111,509.79,336,0.61,1620,10,0.61,73.89,58.81,0.17,422.12,43877,0
7180,5,8,12985,26,3195,3929387,5197782,1268395,57,17,193,26.67,11149,541.56,294,0.07,2859,1,0.49,226.6,46.17,2.55,242.11,13793,0
7181,20,8,17221,801,4391,1656355,5216736,3560381,198,37,36,21.68,33762,73.35,342,0.69,279,7,0.83,386.87,24.15,18.05,402.73,27028,0
7182,16,1,1718,977,874,4772183,5725104,952921,161,16,75,46.32,15540,620.96,427,0.52,1302,19,0.86,466.25,74.79,27.87,71.67,39292,0
7183,41,6,29580,27,64,1415296,6779605,5364309,147,47,420,45.03,3074,648.63,297,0.58,4302,1,0.08,340.29,17.59,18.02,55.68,34217,0
7184,37,12,10208,42,4681,2911612,8116991,5205379,15,53,186,36.29,11127,660.8,455,0.3,2678,1,0.09,405.74,80.53,3.11,266.41,4506,1
7185,40,9,14226,965,2090,2868056,9561383,6693327,163,62,60,38.01,29657,645.06,258,0.02,1733,16,0.91,345.14,17.32,42.02,285.87,14015,0
7186,9,8,28622,583,567,2942187,6046910,3104723,177,14,57,35.62,2347,958.98,385,0.51,3635,1,0.52,118.34,32.45,4.78,420.39,8157,0
7187,5,3,1952,64,4836,3305146,7399165,4094019,164,50,425,34.07,15731,724.3,19,0.6,1031,3,0.01,422.45,97.95,26.9,406.91,24394,0
7188,42,11,32457,25,1002,4788920,6511349,1722429,54,59,430,49.85,671,351.07,144,0.65,4815,2,0.8,379.04,38.93,40.85,351.35,6013,0
7189,2,1,22080,72,4906,3696117,9740342,6044225,36,55,192,37.07,5827,821.53,34,0.44,3716,18,0.78,107.14,71.5,10.4,49.32,19357,0
7190,9,2,9659,482,4301,398641,8288203,7889562,53,56,398,47.33,15148,460.12,221,0.56,1561,8,0.47,253.08,85.89,29.06,278.54,31334,0
7191,43,11,16779,873,457,1496968,7325103,5828135,188,62,211,22.42,34013,107.4,200,0.54,3544,18,0.92,467.11,57.68,35.03,45.89,35739,0
7192,36,15,9258,900,1831,1018991,8575775,7556784,74,47,18,49.91,36167,666.39,474,0.37,1888,9,0.57,340.26,52.58,19.52,95.38,28931,0
7193,22,2,31964,268,3829,3319804,7321090,4001286,44,19,310,31.11,23235,413.15,267,0.81,440,12,0.44,450.38,23.31,19.42,39.02,32140,0
7194,22,7,5648,826,2982,4531133,8698926,4167793,33,24,63,45.34,3445,933.81,202,0.43,3465,7,0.43,130.34,36.14,1.84,315.59,24647,0
7195,22,12,32028,95,101,518205,9191231,8673026,172,32,164,5.46,21863,374.69,324,0.24,4909,5,0.53,413.61,77.9,40.69,237.11,46910,0
7196,34,6,11958,395,617,4375795,5790035,1414240,55,54,245,30.92,22799,92.77,435,0.01,135,3,0.2,90.13,44.03,6.36,393.09,28828,0
7197,29,11,31622,869,1261,140105,8296528,8156423,44,14,33,49.65,10687,949.45,226,0.29,2675,10,0.28,387.59,16.82,6.13,320.61,27693,0
7198,38,2,12843,364,295,4340673,6258672,1917999,51,62,496,4.26,13062,840.77,177,0.1,789,10,0.37,330.43,72.24,6.75,121.43,44028,0
7199,46,8,25036,315,2931,1155678,5649329,4493651,99,26,258,47.41,7877,980.38,407,0.5,3508,3,0.15,404.85,66.88,36.46,183.94,26836,0
7200,33,15,13700,117,3316,4762029,8699616,3937587,86,24,121,8.15,28635,221.96,130,0.38,1823,13,0.15,378.01,75.73,7.57,41.54,21993,1
7201,18,9,6331,164,111,4297383,7430745,3133362,51,39,178,49.81,14981,70.16,225,0.25,2784,2,0.08,234.2,43.09,20.5,22.85,31241,0
7202,7,15,8581,877,3845,4026596,8448858,4422262,135,30,47,15.16,2260,953.54,416,0.13,1841,10,0.92,453.09,83.04,42.08,140.9,35048,0
7203,1,7,13281,790,4245,1478442,7903739,6425297,129,52,137,39.89,4360,755.21,182,0.81,2874,12,0.91,195.73,56.34,19.07,154.17,4764,0
7204,33,4,18932,577,4940,4807838,6172897,1365059,141,39,454,2.36,9796,864.17,148,0.98,2808,17,0.91,217.24,40.97,27.45,456.95,47398,0
7205,1,13,26374,306,1688,3290007,8971670,5681663,48,33,410,15.05,36339,53.76,77,0.86,937,1,0.93,380.53,67.43,29.96,19.56,26629,0
7206,24,13,26285,772,3833,4827990,8978701,4150711,127,15,118,30.56,10312,674.18,451,0.79,1604,11,0.25,404.19,15.95,34.3,211.94,23998,0
7207,4,1,6072,740,544,360927,6239219,5878292,114,29,201,12.14,28959,725.78,477,0.53,1556,16,0.76,168.11,93.44,12.35,377.46,46765,1
7208,4,4,13365,200,25,3033040,8908150,5875110,84,53,238,38.28,31951,376.29,146,0.84,839,15,0.48,269.4,84.83,11.91,138.79,4829,1
7209,18,4,10971,985,570,922654,8999219,8076565,175,62,365,34.11,28538,499.76,454,0.53,1123,5,0.0,97.77,10.16,12.98,424.05,17562,0
7210,27,8,4141,732,2935,1154658,7416049,6261391,47,15,437,49.55,36846,176.21,270,0.32,289,17,0.83,34.53,70.87,35.55,188.34,595,0
7211,43,4,12169,180,2393,1666945,8478462,6811517,10,53,61,29.63,23254,126.01,324,0.23,3655,2,0.69,191.55,53.15,41.57,18.4,34970,0
7212,32,4,25859,358,919,2558450,5884671,3326221,26,12,141,38.64,13469,819.99,127,0.22,4412,11,0.71,472.27,24.12,17.78,379.45,18028,0
7213,33,13,5826,740,1423,3074190,8660557,5586367,50,19,396,4.65,6844,831.07,90,0.46,2836,8,0.75,134.24,14.03,17.09,295.2,22317,0
7214,28,2,19352,996,128,1331474,6773164,5441690,175,34,163,3.11,32939,268.73,76,0.64,4712,15,0.29,20.71,68.76,6.95,198.15,2791,0
7215,42,12,9174,252,4072,3032403,5001773,1969370,172,27,375,29.5,22249,826.01,189,0.15,947,13,0.52,322.9,10.37,40.03,242.72,39114,0
7216,41,10,18266,299,3123,2401300,8300720,5899420,129,18,41,49.28,10939,395.9,166,0.01,2671,13,0.39,189.92,32.79,32.87,356.5,1662,0
7217,36,7,8141,873,3070,119533,5851610,5732077,109,43,154,14.17,31543,324.52,372,0.02,2685,17,0.66,370.4,74.85,1.74,432.23,48773,0
7218,6,15,11836,430,1501,890381,5253095,4362714,63,59,209,1.08,5478,802.57,314,0.31,2327,10,0.56,129.93,45.01,47.61,244.58,29571,0
7219,16,4,31397,4,2106,2816853,6803331,3986478,145,9,374,17.7,12189,721.34,476,0.72,1691,7,0.12,353.57,42.65,11.58,65.38,46918,0
7220,34,11,25759,653,2264,4704408,9799240,5094832,145,17,480,37.22,9338,653.37,425,0.0,4615,4,0.33,430.77,81.19,35.02,30.52,5389,0
7221,23,6,18070,678,523,4455460,7908087,3452627,167,49,231,40.31,36636,805.74,134,0.47,3280,6,0.44,248.95,85.05,17.0,326.82,24214,0
7222,42,3,17006,254,1243,3281902,8465962,5184060,43,14,365,39.27,10422,870.0,230,0.3,2611,10,0.39,477.42,61.21,43.9,294.64,49982,0
7223,24,7,20455,941,4142,2905181,6259150,3353969,41,63,52,4.97,1764,951.2,249,0.91,3716,16,0.54,401.74,29.52,15.65,276.08,33411,0
7224,49,6,7204,665,1489,1343644,9034904,7691260,15,19,405,38.77,24422,642.34,236,0.96,4116,13,0.03,220.29,68.84,45.37,55.26,28404,0
7225,13,3,9730,579,3359,930096,7149905,6219809,129,62,453,5.0,14436,136.4,388,0.4,3476,13,0.47,167.51,28.6,22.9,276.97,43950,0
7226,18,4,12258,567,1550,4283332,9876339,5593007,58,23,230,49.37,24319,386.14,328,0.98,4037,9,0.16,496.57,39.01,46.65,218.25,26671,0
7227,13,10,15884,96,139,4866226,9754876,4888650,54,38,190,19.15,7251,175.07,172,0.97,2839,17,0.11,466.04,25.09,10.81,277.17,28310,0
7228,49,14,20129,167,3726,4365097,5197300,832203,133,34,498,34.98,694,165.49,95,0.58,1341,6,0.2,365.82,76.5,41.44,181.47,900,0
7229,37,5,13143,833,3753,4802128,7540683,2738555,62,39,129,24.74,5104,989.67,224,0.39,2876,12,0.91,177.58,10.43,32.55,288.46,45672,0
7230,43,9,1984,331,1781,1932280,9861648,7929368,127,49,318,12.79,32833,225.61,260,0.11,847,8,0.02,47.47,18.54,0.74,294.19,35153,0
7231,39,14,27467,898,4464,3241668,9743576,6501908,71,47,169,30.93,15228,751.01,28,0.55,1815,5,0.9,66.71,22.12,18.54,404.8,35918,0
7232,42,6,15111,965,3085,2430843,8082574,5651731,46,34,296,1.78,27230,792.72,135,0.83,215,19,0.57,379.78,62.72,23.92,374.23,31759,0
7233,17,13,31314,888,515,2560287,9543768,6983481,90,32,435,25.75,34129,516.82,137,0.4,1610,15,0.85,326.3,89.71,15.09,306.57,33591,0
7234,15,4,5384,854,4923,2843438,9847737,7004299,193,47,292,2.91,37248,54.38,451,0.51,2817,18,0.68,131.28,53.46,0.39,175.81,23124,0
7235,18,11,28059,62,4899,3648854,9167378,5518524,156,12,505,28.82,23002,741.33,309,0.4,3481,12,0.11,42.28,79.56,25.3,336.5,21563,0
7236,23,11,11085,174,848,514099,6660759,6146660,122,11,457,23.41,35300,954.47,225,0.7,1233,5,0.43,493.7,86.63,26.65,100.64,44527,0
7237,30,7,14203,253,3881,2290890,8887750,6596860,84,60,314,44.84,31827,781.25,404,0.55,2802,11,0.92,345.11,55.5,30.36,76.1,42844,0
7238,34,2,11994,461,4728,4481393,8670004,4188611,169,51,294,48.33,15237,552.15,19,0.51,2844,9,0.89,4.79,45.73,49.4,232.68,48892,0
7239,4,4,5265,624,2686,1901128,8209904,6308776,151,50,80,32.9,5790,608.15,144,0.22,2799,6,0.88,80.09,95.72,42.01,200.0,20262,0
7240,3,5,2345,215,106,976079,9073546,8097467,160,22,458,10.07,13636,200.51,131,0.59,732,9,0.67,313.34,83.24,44.87,40.82,16992,0
7241,7,4,6440,239,1973,792443,8760992,7968549,186,20,332,26.65,9517,889.31,262,0.49,20,8,0.27,65.77,81.26,0.27,425.91,17143,1
7242,18,4,9157,415,2876,809827,5853552,5043725,167,40,345,1.08,37173,617.16,102,0.7,3063,5,0.88,185.28,69.17,8.05,116.48,43305,0
7243,42,11,7328,739,4036,3127927,7597080,4469153,82,12,104,38.64,15481,285.76,477,0.63,625,13,0.97,333.36,13.8,48.31,39.92,4982,0
7244,7,13,17636,742,608,4584127,8117473,3533346,33,13,101,3.02,15128,145.42,370,0.29,120,17,0.15,2.27,70.99,40.09,148.0,24010,0
7245,40,9,30953,745,2991,1487514,7761567,6274053,186,52,254,40.57,32344,304.27,310,0.63,3324,18,0.4,1.82,83.4,19.41,168.56,17491,0
7246,6,14,7768,675,3973,101759,5872398,5770639,89,32,215,13.97,37285,777.87,98,0.76,4690,4,0.15,184.35,92.72,46.33,316.48,1554,0
7247,22,11,19276,126,438,594645,5554502,4959857,160,32,120,13.25,14650,957.44,462,0.65,3126,3,0.97,491.84,82.26,39.25,361.62,27604,0
7248,1,13,11061,941,3791,2777158,8453223,5676065,114,17,79,5.39,38246,271.75,282,0.5,2803,13,0.16,99.68,88.3,34.87,212.57,34254,0
7249,4,2,15574,253,1334,4979339,7056641,2077302,50,19,432,34.6,3857,344.21,34,0.66,1428,14,0.55,222.72,48.63,35.7,310.43,36784,0
7250,46,6,10147,845,2600,1669510,9027619,7358109,179,10,388,18.93,27100,815.21,265,0.47,2933,12,0.82,339.85,41.37,43.81,253.76,16030,0
7251,49,14,20576,950,2424,3394307,6943654,3549347,19,36,219,5.41,32699,742.16,376,0.34,4679,19,0.21,191.51,11.38,13.06,85.45,12226,0
7252,43,8,10452,711,1777,1744231,6524827,4780596,3,36,191,16.73,25916,167.36,183,0.62,3726,1,0.39,299.42,94.29,50.0,210.45,32197,0
7253,29,8,2913,197,1526,1335676,8803281,7467605,116,50,54,46.18,19724,915.0,417,0.02,4968,8,0.2,21.85,66.94,49.31,483.51,23595,0
7254,21,11,13623,634,1349,2378050,8165450,5787400,91,31,155,2.71,28321,272.35,316,0.09,4684,2,0.83,257.89,91.56,14.09,251.95,6423,1
7255,26,7,11875,413,4104,774049,8541110,7767061,145,31,475,33.78,13801,779.62,403,0.18,3924,3,0.22,145.77,95.91,43.94,357.69,24008,0
7256,14,10,12944,456,4669,1495861,5050678,3554817,43,32,154,25.55,13864,668.6,457,0.98,2219,3,0.47,463.2,91.29,10.73,278.79,42445,1
7257,9,11,24073,776,3413,1628431,9907271,8278840,157,54,63,30.28,22037,494.8,295,0.29,4167,17,0.72,264.37,24.88,25.57,442.37,2380,0
7258,47,4,18902,54,2556,2594562,5435475,2840913,108,56,151,20.19,23050,133.03,6,0.5,4285,12,0.94,165.88,24.97,27.15,138.8,9464,0
7259,12,7,30251,647,986,4191602,7850506,3658904,44,44,322,24.6,8243,897.94,279,0.57,2900,19,0.34,132.04,87.57,5.18,37.74,35963,1
7260,42,13,10490,339,1624,1211932,5413018,4201086,52,12,407,38.21,1038,553.85,57,0.01,2554,7,0.05,45.14,67.12,2.17,98.79,37403,0
7261,6,10,18305,359,1594,4115329,9254684,5139355,97,62,116,24.68,33208,157.57,109,0.08,972,10,0.75,296.17,39.45,40.35,200.78,21745,0
7262,20,6,18658,151,4071,4363353,9737688,5374335,28,18,256,19.44,37342,502.98,137,0.16,312,10,0.83,91.46,25.11,37.56,291.57,3600,0
7263,24,11,1421,100,4661,1839923,7357433,5517510,109,47,223,14.51,10123,148.62,474,0.22,352,18,0.74,451.51,40.26,6.99,29.76,10574,0
7264,27,6,1272,234,1280,2238290,5064626,2826336,162,50,499,23.07,7656,404.99,249,0.07,2257,7,0.49,470.86,85.26,42.42,83.26,10484,0
7265,38,2,23534,544,228,3119333,7462588,4343255,54,62,399,29.21,30020,162.37,266,0.65,2810,5,0.24,232.34,33.23,22.77,22.67,37013,0
7266,8,8,6124,62,543,2629844,8290689,5660845,2,29,225,19.35,16038,299.06,326,0.12,202,6,0.42,185.96,56.74,5.43,136.47,32819,0
7267,1,8,3752,941,1505,320833,7208094,6887261,114,59,123,45.15,4708,820.81,270,0.9,4582,4,0.15,211.37,21.32,0.59,407.55,45386,0
7268,49,14,27777,196,1383,2866240,5340384,2474144,17,22,356,49.8,16290,270.97,273,0.5,302,14,0.62,161.65,82.21,42.16,383.61,27845,0
7269,49,11,1042,542,4149,4996313,7304842,2308529,146,16,83,11.0,6573,656.07,124,0.19,4682,1,0.05,460.52,82.72,14.76,18.57,36319,1
7270,24,7,10063,755,3833,309091,8048167,7739076,28,57,385,32.57,10319,268.81,452,0.23,4757,19,0.15,473.17,41.7,13.62,64.51,48972,0
7271,47,11,28906,106,3959,4259812,7555273,3295461,28,13,86,11.1,4223,635.36,111,0.65,1220,10,0.6,195.12,27.84,42.31,44.57,23879,0
7272,7,9,10731,295,74,4329601,7284400,2954799,180,33,113,27.51,38846,756.98,334,0.11,1165,9,0.65,437.29,49.55,0.33,311.11,21766,0
7273,19,8,16728,645,4351,2665031,6525562,3860531,16,13,497,20.27,38553,148.13,24,0.04,2422,8,0.46,313.92,89.46,37.01,231.41,4693,0
7274,22,14,3072,451,3152,3575881,9886035,6310154,161,39,124,13.03,6874,855.37,13,0.8,4583,6,0.18,418.7,47.71,31.66,259.94,43008,0
7275,35,9,19073,534,1734,4393693,8442900,4049207,85,50,179,17.76,4590,917.98,59,0.49,1554,5,0.28,260.76,91.0,42.69,422.6,11722,0
7276,30,15,5615,156,2215,2036746,5651533,3614787,5,27,372,7.04,13112,403.74,255,0.85,1464,11,0.27,58.92,92.0,3.08,479.99,36288,1
7277,29,9,24602,406,2995,4465872,7849831,3383959,45,42,301,4.89,8584,883.67,485,0.95,908,15,0.29,216.96,79.62,22.43,237.61,26999,0
7278,22,6,18433,896,3923,4371024,8415686,4044662,165,50,105,23.06,31241,160.3,193,0.45,4537,3,0.06,253.8,56.12,10.56,167.34,29180,0
7279,11,2,9977,726,1058,3205869,6013700,2807831,52,10,411,40.95,1069,454.16,38,0.3,4047,10,0.01,353.57,70.28,26.31,198.33,42118,0
7280,20,12,3293,738,3664,2074555,6864453,4789898,192,25,90,34.46,34536,203.06,353,0.37,4785,18,0.01,392.04,25.98,27.88,329.68,12687,0
7281,29,7,17842,797,2882,3996376,6910964,2914588,62,42,44,30.17,28218,963.18,145,0.89,3906,13,0.2,57.89,40.62,28.97,290.95,47355,0
7282,41,3,5769,683,4265,2457928,7540808,5082880,5,59,18,21.6,18786,785.58,142,1.0,2590,17,0.22,325.95,51.16,34.28,480.54,41667,0
7283,42,13,26386,554,1014,3020823,9531192,6510369,107,17,333,23.96,3379,639.0,465,0.38,1439,16,0.4,249.88,24.81,15.34,44.46,48560,0
7284,34,7,21993,572,2132,1821107,9733760,7912653,11,43,26,2.05,17691,117.6,430,0.96,552,12,0.53,275.41,96.15,1.65,329.11,11877,1
7285,1,9,19407,375,4584,1206776,8903436,7696660,86,37,88,47.07,8694,207.5,144,0.51,3831,16,0.95,89.72,38.54,13.27,274.08,41940,0
7286,31,10,2700,589,3991,229267,7195238,6965971,131,33,233,16.23,33906,383.0,71,0.04,1657,14,0.2,50.18,44.54,15.26,299.02,20660,0
7287,30,14,6575,455,4492,4317593,7289700,2972107,179,37,133,45.81,18838,266.38,490,0.2,2658,10,0.75,154.55,20.63,22.78,279.15,12622,0
7288,48,10,16127,202,481,1287636,8420662,7133026,60,38,202,36.1,5372,345.56,431,0.39,1893,17,0.1,145.98,33.92,7.44,247.17,5619,0
7289,18,2,1393,732,3415,1450694,9702299,8251605,66,62,271,28.52,25668,969.99,76,0.35,2451,19,0.73,153.86,23.75,35.75,253.4,45175,0
7290,17,14,2359,452,318,3146708,5240592,2093884,185,11,87,22.82,15531,811.55,23,0.81,2296,9,0.43,498.18,62.92,18.12,136.13,49930,0
7291,38,13,7111,187,2944,4034581,8662509,4627928,17,31,228,16.83,24344,116.49,488,0.79,4280,14,0.65,269.39,61.63,18.91,12.01,34044,0
7292,14,6,18871,608,4806,3488910,6754838,3265928,131,8,87,32.28,28838,103.27,112,0.13,2530,6,0.9,451.57,18.2,16.72,241.67,21226,0
7293,23,13,23473,854,3057,2528763,7682732,5153969,131,33,313,48.54,3343,93.54,390,0.06,3399,16,0.72,333.58,87.87,24.3,148.86,42678,0
7294,25,6,22622,724,1931,3448361,7130313,3681952,40,56,405,40.41,905,733.52,235,0.71,1366,18,0.67,45.23,81.03,3.29,360.55,38285,1
7295,15,9,29356,368,3009,3496815,9481617,5984802,80,36,326,20.17,29472,537.97,250,0.43,1236,1,0.84,206.93,60.45,43.01,65.68,3924,0
7296,46,13,5080,340,2027,4991248,5598901,607653,76,45,481,24.63,29352,190.59,422,0.17,4920,5,0.4,286.2,45.36,36.31,333.63,19935,0
7297,22,9,16826,262,4891,4268662,9136907,4868245,63,43,277,23.95,20682,942.67,30,0.09,1689,11,0.42,369.87,63.98,1.76,294.69,28265,0
7298,3,15,30630,841,1488,4159218,6575916,2416698,51,61,292,13.72,9042,240.77,22,0.21,1008,8,0.47,323.0,19.77,43.13,316.97,22219,0
7299,19,13,7675,924,2362,2747616,7531832,4784216,129,16,443,42.52,11395,735.78,1,0.96,4072,2,0.79,415.74,15.76,37.44,20.57,34815,0
7300,44,5,11668,589,4207,2057888,7281126,5223238,51,49,511,34.95,20319,998.57,498,0.09,2568,13,0.88,344.52,72.55,41.04,168.65,10579,0
7301,34,14,23478,543,4880,1054777,5788209,4733432,4,39,263,30.28,36478,991.01,124,0.55,2852,16,0.46,10.83,11.96,27.76,405.7,36683,0
7302,35,5,11767,551,3469,1620723,6661717,5040994,132,44,388,22.23,1592,638.37,451,0.03,1683,9,0.65,39.55,60.76,41.44,142.45,22342,0
7303,1,9,11832,306,3764,3637134,9127210,5490076,175,47,447,12.71,7557,195.45,104,0.9,3241,14,0.76,338.85,76.33,17.3,373.08,6006,0
7304,21,8,25585,846,1241,1192506,7162181,5969675,167,25,102,32.35,38309,993.17,40,0.51,4388,17,0.48,286.11,49.95,44.54,496.84,15526,0
7305,29,7,2728,726,3130,3223739,5721480,2497741,84,31,435,12.6,13528,740.4,257,0.94,2963,17,0.44,105.92,84.81,45.43,424.52,2621,0
7306,6,8,26076,638,581,2842651,6384804,3542153,49,47,225,1.43,25496,835.58,485,0.32,3292,5,0.66,138.32,52.59,3.38,132.27,34427,0
7307,37,6,6213,165,3599,2001342,5693324,3691982,185,25,396,4.27,20379,982.28,100,0.41,880,19,0.03,184.64,84.59,20.63,163.38,13216,0
7308,1,3,24913,758,157,1020966,5732442,4711476,39,46,234,35.01,25261,243.04,481,0.75,3242,11,0.77,268.57,60.5,19.12,356.27,25489,0
7309,1,7,19504,621,3453,2047103,5927446,3880343,196,15,444,19.5,29180,356.09,432,0.94,4626,12,0.17,499.48,19.96,45.32,363.3,357,0
7310,27,8,27563,88,606,3296207,7344612,4048405,145,46,146,11.11,35641,283.63,102,0.14,1129,18,0.32,478.81,77.2,40.39,484.95,20140,0
7311,21,15,29602,200,1080,4039609,6124013,2084404,143,61,458,12.66,25624,991.41,365,0.4,2644,7,0.21,233.42,92.81,21.88,267.29,13781,0
7312,16,8,26458,271,3755,1599830,6755556,5155726,105,58,265,25.23,24500,671.74,295,0.97,1082,8,0.31,362.38,31.1,32.41,338.41,2504,0
7313,44,1,12292,51,4260,1078264,8514518,7436254,156,18,283,45.37,3641,345.05,300,0.33,2363,9,0.9,90.22,26.85,37.09,208.44,14328,0
7314,40,7,11206,489,4335,1455910,5796379,4340469,16,50,99,14.17,23606,401.82,177,0.94,2939,10,0.98,172.45,73.52,12.12,458.35,8788,0
7315,26,3,5321,198,3381,261235,5477686,5216451,134,42,34,33.12,34592,481.37,317,0.62,110,3,0.03,455.05,97.4,35.73,55.8,32186,0
7316,16,2,23241,23,167,1376264,6048217,4671953,92,31,38,41.45,14342,466.68,497,0.48,4294,19,0.13,67.22,56.73,41.74,109.03,17960,0
7317,28,14,17074,665,932,4014296,9308555,5294259,160,59,395,24.95,36175,214.89,112,0.33,2626,5,0.41,426.62,16.78,41.37,389.8,19823,0
7318,1,2,14904,223,3328,3278681,9408183,6129502,25,20,404,2.32,694,863.66,331,0.51,4081,15,0.03,27.8,28.26,42.53,431.42,24100,0
7319,36,14,8283,942,2356,1894525,6616819,4722294,39,38,66,40.01,12526,783.77,182,0.65,984,15,0.46,148.77,74.41,36.17,244.68,40712,0
7320,10,15,24867,221,4060,139799,8230210,8090411,145,63,418,44.09,39245,917.94,366,0.71,3656,13,0.31,134.45,31.61,40.76,452.48,30172,0
7321,43,14,2441,663,1256,4568736,6217947,1649211,46,37,283,2.52,21119,549.24,382,0.08,3651,8,0.52,297.82,65.83,44.24,377.42,46382,0
7322,17,8,30129,266,775,1569265,5052984,3483719,116,36,107,6.69,24808,688.38,224,0.64,3581,9,0.14,114.02,53.53,5.23,52.07,6129,0
7323,23,9,14818,73,3661,2695356,5511265,2815909,53,49,200,5.26,32697,766.28,19,0.89,3371,15,0.43,100.57,77.57,7.87,366.22,33226,1
7324,7,3,19444,881,2622,1832327,8410771,6578444,114,13,436,11.84,31489,614.58,277,0.43,586,3,0.76,307.27,40.29,40.31,442.96,10347,0
7325,44,14,21730,77,4572,4304181,7587200,3283019,51,10,305,25.3,1485,718.93,75,0.25,2877,14,0.38,469.22,13.2,0.13,298.15,21828,0
7326,7,3,14756,544,3838,2157183,6832220,4675037,146,35,265,2.63,15635,557.34,470,0.7,3747,13,0.87,2.31,16.06,23.67,269.29,5778,0
7327,44,6,623,881,4591,725341,8124739,7399398,20,17,95,9.28,24244,429.47,19,0.11,1876,2,0.18,471.55,63.43,12.11,391.47,28421,0
7328,15,11,11923,435,453,4523415,9181954,4658539,87,41,334,20.96,32043,983.74,156,0.93,760,12,0.38,162.72,18.36,30.53,82.42,49076,0
7329,34,10,24844,937,914,2429473,8928944,6499471,133,8,388,32.02,8565,503.66,480,0.51,1238,18,0.06,100.19,45.53,43.95,240.13,30812,0
7330,46,1,17610,65,2920,2023490,8218011,6194521,62,19,147,45.57,37484,846.01,346,0.66,1660,16,0.07,214.69,64.64,29.73,204.84,9956,0
